postepowanie;plik;ext;bytes;text_chars;relevant_name
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/pytania/odp cyberbezpieczny samorzad__.docx;.docx;144727;14663;False
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/pytania/pytania do zamawiającego.pdf;.pdf;135811;10749;False
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/pytania/zmiana ogł 08debd4d-bd47-7478-4b6e-b70001233a13.pdf;.pdf;36820;1871;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/umowa do podpis/Raport_20260611130822599.pdf;.pdf;74641;6414;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/umowa do podpis/Umowa RIN.272.1.6.20226 z dn.9.06 serwCS.docx;.docx;157043;23302;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/umowa do podpis/Umowa RIN.272.1.6.20226 z dn.9.06 serwCS.pdf;.pdf;615665;29925;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/wadia/WADIUM STIMO.pdf;.pdf;378282;2329;True
RIN.271.1.6.2026 Cyber Serw 2;RIN.271.1.6.2026 Cyber Serw 2/wadia/wadium systems.pdf;.pdf;400889;2312;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/1_Protokół w tr podst dr GR.docx;.docx;43950;29787;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/SWZ drogi 2026.docx;.docx;101690;78729;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/Wadium/wadium Drogbud.pdf;.pdf;379559;2329;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/Wadium/wadium STRABAG.pdf;.pdf;474671;2473;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/3_Info o kwocie.docx;.docx;92846;895;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/3_Info o kwocie.pdf;.pdf;420795;1597;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/3_Infoa z OTWARCIA dr.docx;.docx;94067;17296;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/4_Info - wybór oferty RIN.271.1.7.2026.docx;.docx;95111;1916;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/4_Info - wybór oferty RIN.271.1.7.2026.pdf;.pdf;452997;3556;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/Informacja z otwarcia ofert dr.pdf;.pdf;627671;1;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/Raport_z_przebiegu_otwarcia_ofert (22).pdf;.pdf;115259;9899;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/Raport_z_przebiegu_otwarcia_ofert-1.pdf;.pdf;78009;4889;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/Roboczy_plik_xml.xml;.xml;4946;4916;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/informacja_do_prezesa.xml;.xml;6311;6281;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/08dee0c4-ad48-d036-0d66-5a0001144335-wiadomosc.pdf;.pdf;35358;1782;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/ODPOWIEDŹ NA WEZWANIE.pdf;.pdf;723448;2022;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/Odpis_Pełny_KRS_0000784252-2.pdf;.pdf;124077;34675;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/OŚWIADCZENIE WYKONAWCY.pdf;.pdf;918847;2734;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/Uprawnienia Paweł Filip.pdf;.pdf;794232;97;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/Zaswiadczenie Paweł Filip Ważne do 31.12.2026.pdf;.pdf;68207;1473;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/Załącznik nr 4B – wykaz robót do SWZ.pdf;.pdf;928158;3282;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/Załącznik nr 5B wykaz osób do SWZ  A.Rzad (1).pdf;.pdf;923754;3095;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/Załącznik nr 5B wykaz osób do SWZ.pdf;.pdf;928983;3095;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/poświadczenie.pdf;.pdf;2813983;101;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/odp na wezwa/uprawnienia A.Rzad.pdf;.pdf;797759;97;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ofertyyy/1_drogBUd/ocds-148610-88cea165-1811-4145-926b-b84b323d8dcf_59820_01_01.zip;.zip;823340;0;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ofertyyy/2_Wronkowicz/ocds-148610-88cea165-1811-4145-926b-b84b323d8dcf_52266_01_01.zip;.zip;4034767;0;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ofertyyy/3_Strabag/ocds-148610-88cea165-1811-4145-926b-b84b323d8dcf_25908_01_01.zip;.zip;716796;0;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/potw wezwania 08dedcd0-fa28-97ed-1dcc-000001f47338-wiadomosc.pdf;.pdf;34103;1291;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/potw wysł info wyb oferty 08dee0d3-107b-9a22-0d66-5a000114675a-wiadomosc.pdf;.pdf;34080;1209;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/GUG-2400123-1503-2601398 oraz GUG-2400123-1504-2601399.docx;.docx;169319;4946;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/Umowa RIN.272.1.7.2026 modern drog GR.docx;.docx;92050;67833;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/GUG-2400123-1503-2601398 oraz GUG-2400123-1504-2601399.pdf;.pdf;377259;5784;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/HARMONOGRAM RZECZOWO-FINANSOWY.pdf;.pdf;103247;5827;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/Umowa RIN.272.1.7.2026 modern drog GR.pdf;.pdf;770329;70440;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/Uprawnienia kierownicze.pdf;.pdf;601989;2;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/Zaswiadczenie_PIIB.pdf;.pdf;69138;1480;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/dok podpisane/HARMONOGRAM RZECZOWO-FINANSOWY.pdf;.pdf;180878;6794;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/dok podpisane/Uprawnienia kierownicze.pdf;.pdf;669017;97;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/dok podpisane/Zaswiadczenie_PIIB.pdf;.pdf;136656;1897;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/do umowy/umowa Raport_20260721101022531.pdf;.pdf;74473;6055;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/ummmowa/go gwarancji Raport_20260720161225812.pdf;.pdf;66736;2658;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/upoważnienie/zarzadzenie_140_2025_powołanie.pdf;.pdf;193613;2041;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/upoważnienie/zarzadzenie_wew_11_202_upoważnienie.pdf;.pdf;222077;10195;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/otwarcieeeeeiee/wezwanie do złożenia dokumentów potwierdzających spełnienie warunków udziału w post.pdf;.pdf;1225360;2;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/wniosek powyżej 170tyś.docx;.docx;27167;5837;True
RIN.271.1.7.2026 Drogi gminy;RIN.271.1.7.2026 Drogi gminy/wynik post pod umowy 08dee702-4a0c-713d-f572-b00001192df4.pdf;.pdf;67133;6964;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/1_Protokół w tr podst woda Bzianka 2.docx;.docx;45971;32144;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/4_Info - wybór oferty RIN.271.1.8.2026 woda Bzianka 2.docx;.docx;100570;8070;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/5_DYSP ZWROTU WADIUM woda Bzianka 2.docx;.docx;60951;16797;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/KOMISJA Z A R Z Ą D Z E N I E NR Bzianka 2.docx;.docx;17873;1254;False
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/Kryterium oceny ofert woda Bzianka 2.xlsx;.xlsx;21734;4747;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/PYTANIA/Pyt 1/1_Pytania i udzielone odpowiedzi wB2.docx;.docx;93498;3003;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/PYTANIA/Pyt 2/2_Pytania i udzielone odpowiedzi wB2.docx;.docx;92957;2416;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/SWZ woda Bzianka_2.docx;.docx;103565;80849;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/art 56 ust 2 oświad w przed podpisniem umowy woda Bzianka 2.docx;.docx;17900;10762;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/bzianka 2/wniosek2.docx;.docx;21555;6485;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/kosztorys ofertowy wrazz ofertą.docx;.docx;30164;15140;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/3_Info o kwocie wB2.docx;.docx;92710;900;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/3_Infoa z OTWARCIA wB2.docx;.docx;92571;2935;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/4_Wezwanie - do złożenia oświadczeń wB2.docx;.docx;94440;3479;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Informacja o kwocie wB2.pdf;.pdf;461771;1;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Informacja_z_otwarcia_ofert (28).docx;.docx;41345;2149;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/10_wezwanie r_n_c do FORTIS.docx;.docx;95461;5009;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/1_wezwanie r_n_c do INKO.docx;.docx;95611;5577;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/2_wezwanie r_n_c do ROLWOD.docx;.docx;95669;5563;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/3_wezwanie r_n_c do MULTIKOP.docx;.docx;95458;5378;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/4_wezwanie r_n_c do PRID.docx;.docx;95423;5414;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/5_wezwanie r_n_c do WELKO.docx;.docx;95412;5387;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/6_wezwanie r_n_c do FALGER.docx;.docx;95599;5307;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/7_wezwanie r_n_c do KWIEK.docx;.docx;95358;5009;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/8_wezwanie r_n_c do LISBUD.docx;.docx;95446;5016;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/9_wezwanie r_n_c do NIEDZIALEK.docx;.docx;95454;5008;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/NOTATKA.docx;.docx;23623;9251;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/WEZWANIE DO ZŁOŻENIA WYJAŚNIEŃ DOTYCZĄCYCH RAŻĄCO NISKIEJ CENY.docx;.docx;19140;5388;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/raz niska cena/inko.docx;.docx;19500;7207;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wezwanie do uzupełnienia/12_wezwanie_POLMAD.pdf;.pdf;1177276;2;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wezwanie do uzupełnienia/odp/08df0429-552e-e41d-c531-77000197b431-wiadomosc.pdf;.pdf;33917;1178;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wezwanie do uzupełnienia/odp/Zał nr 2 do SWZ oswiadczenia-wykonawcy-wykonawcow-z-art-125-ust-1-ustawy-Pzp (1).pdf;.pdf;226790;6529;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wezwanie do uzupełnienia/wezw Polmad 08df041c-b533-00b3-c531-770001979918-wiadomosc.pdf;.pdf;33554;1054;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wezwanie do uzupełnienia/wezwanie do uzupełnienia Polmad.docx;.docx;89700;2920;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wezwanieFalger/08df07e9-899a-021b-f222-b00001f8d22c-wiadomosc.pdf;.pdf;33510;1187;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wybór oferty/NOTATKA SŁUŻBOWA do wniosku Kwieka.docx;.docx;17821;3371;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wybór oferty/NOTATKA SŁUŻBOWA do wniosku ROLWOD i KWIEK.docx;.docx;21565;9750;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wybór oferty/Ocena wyjaśnień dotyczących rażąco niskiej ceny wodociąg Bzianka 2.docx;.docx;35851;40865;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Offertyy/wybór oferty/UZASADNIENIE PONOWNEJ ANALIZY WYJAŚNIEŃ DOTYCZĄCYCH RAŻĄCO NISKIEJ CENY.docx;.docx;26514;19326;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Raport_z_przebiegu_otwarcia_ofert (23).pdf;.pdf;394305;45407;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/Roboczy_plik_xml.xml;.xml;10221;10143;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/info o wyborze wB2.docx;.docx;22415;7136;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/informacja_do_prezesa.xml;.xml;10741;10657;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/waadium/wadium Głowik.pdf;.pdf;376188;1890;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/waadium/wadium PRID.pdf;.pdf;999753;2242;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/waadium/wadium Polmad.pdf;.pdf;385541;1903;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/waadium/wadium Skołyszyn.pdf;.pdf;375069;1873;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/waadium/wadium multikop.pdf;.pdf;375394;1885;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/otwarcieeeiiee/zawiadomienie o wybo rze i odrzuceniu wB2.docx;.docx;21767;8274;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/potw wysłania powiadomienia wybór ofert 08df0ce5-66fd-c7fa-f222-b00001fbffbc-wiadomosc (1).pdf;.pdf;37597;2619;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/umowaWo/Gwarancja_920070234116 (1).pdf;.pdf;260270;9382;True
RIN.271.1.8.2026 woda Bzianka 2;RIN.271.1.8.2026 woda Bzianka 2/umowaWo/umowa RIN.272.1.8.2026 woda B2.docx;.docx;90681;67527;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/1_Protokół w tr podst oświetlenie.docx;.docx;44412;29862;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/4_Info - wybór oferty oświetlenie.docx;.docx;97032;3409;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/4_Wezwanie - do złożenia oświadczeń oświetleni EKOSERWIS.docx;.docx;97255;6120;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/5_DYSP ZWROTU WADIUM oświetlenie.docx;.docx;25462;4113;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/2_art 56 ust 3 oświad w przed dniem otwarcia ofert ośw.docx;.docx;17103;6949;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/3_Info o kwocie.docx;.docx;92729;887;False
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/3_Infoa z OTWARCIA ośw.docx;.docx;91500;1661;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/Informacja o kwocie Ośw.pdf;.pdf;454049;1;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/Informacja o wyborze oferty ośw.pdf;.pdf;1739794;3;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/Informacja z otwarcia ofert ośw.pdf;.pdf;641292;1;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/NOTATKA SŁUŻBOWA przed wezwaniem o ośw.docx;.docx;19839;7529;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/Raport_z_przebiegu_otwarcia_ofert (24) (1).pdf;.pdf;210740;21124;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/Roboczy_plik_xml (1).xml;.xml;4989;4960;False
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/inf o wysl wybór 08df13e9-b013-44bd-f222-b000010088a6-wiadomosc.pdf;.pdf;38090;1334;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/informacja_do_prezesa.xml;.xml;6802;6770;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/kryterium oceny ofert ośw.xlsx;.xlsx;20209;2060;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/SrodPrzedmiot/Analiza ofert.pdf;.pdf;226671;9517;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/SrodPrzedmiot/Zestawienie ofert - analiza ocena.xlsx;.xlsx;15267;3294;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/srDowPodm/08df12ee-66e2-4f46-f222-b00001ff733d-wiadomosc.pdf;.pdf;32906;960;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/srDowPodm/wezwanie do złożenia podm śr. dow EKOSERWIS.pdf;.pdf;2240172;3;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/wezwanie o wyjaśnienie/08df0cd2-ebe3-0b0e-f222-b00001fbd7e2-wiadomosc (1).pdf;.pdf;32800;964;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/wezwanie o wyjaśnienie/NOTATKA do odpowiedz na wezwania EKOSERWIS.docx;.docx;18562;4397;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/wezwanie o wyjaśnienie/NOTATKA do wezwania.docx;.docx;17987;3830;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/wezwanie o wyjaśnienie/odpNaWezw/08df0de5-018f-5e03-f222-b00001fcb7f0-wiadomosc (1).pdf;.pdf;33151;974;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/wezwanie o wyjaśnienie/odpNaWezw/Odpowiedz na wezwanie z 07.09.2026 (1).pdf;.pdf;441595;2638;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/wezwanie o wyjaśnienie/wezwanie do złożenia wyjaśnień dot treści oferty.docx;.docx;94323;4629;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/OttttWarcie/otwarcdoferty/wezwanie o wyjaśnienie/wezwanie do złożenia wyjaśnień dot treści oferty.pdf;.pdf;1542239;2;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/1_Pyt/08df01d6-9a06-df67-c531-77000195d32c-wiadomosc.pdf;.pdf;37155;3962;False
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/1_Pyt/1_Pytania i udzielone odpowiedzi Ośw.docx;.docx;93734;3746;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/1_Pyt/1_Pytania i udzielone odpowiedzi.pdf;.pdf;1328388;2;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/1_Pyt/AGRA_Słupy Kompozytowe_Atuty  Zalety.pdf;.pdf;133752;2995;False
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/1_Pyt/KARTA-GWARANCYJNA-SLUPY.pdf;.pdf;401404;4085;False
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/2_Pyt/08df04da-3999-5895-f222-b00001f79de7-wiadomosc.pdf;.pdf;32613;874;False
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/2_Pyt/2_Pytania i udzielone odpowiedzi Ośw.docx;.docx;94640;4657;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/2_Pyt/2_Pytania i udzielone odpowiedzi.pdf;.pdf;1533504;2;True
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/2_Pyt/pytanie do postępowania-podpisane.pdf;.pdf;607972;2949;False
RIN.271.1.9.2026 oświetlenie;RIN.271.1.9.2026 oświetlenie/Pytania/3_Pyt/08df04fa-0732-f4f0-f222-b00001f7e896-wiadomosc.pdf;.pdf;34395;1762;False
